Rk,Ht,From,To,Tm,Lg,Player,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
609,6-3,2012,2016,TOT,NBA,Andrew Goudelock\goudean01,49,0,475,77,196,48,112,29,84,14,16,7,27,34,24,10,2,28,36,197,0.393,0.429,0.345,0.467,0.875,0.485
610,6-7,2006,2011,TOT,NBA,Joey Graham\grahajo01,377,84,6117,857,1776,803,1596,54,180,471,578,272,786,1058,207,134,43,309,804,2239,0.483,0.503,0.3,0.498,0.815,0.551
611,6-6,2006,2011,TOT,NBA,Stephen Graham\grahast01,239,43,2915,378,848,325,676,53,172,157,205,77,347,424,117,57,19,155,352,966,0.446,0.481,0.308,0.477,0.766,0.515
612,6-6,2017,2018,CHO,NBA,Treveon Graham\grahatr01,90,3,1239,115,261,66,149,49,112,51,74,47,96,143,65,39,3,30,127,330,0.441,0.443,0.438,0.534,0.689,0.562
613,6-9,2006,2015,TOT,NBA,Danny Granger\grangda01,586,431,18487,3332,7672,2326,5028,1006,2644,2185,2577,674,2214,2888,1097,561,481,1098,1628,9855,0.434,0.463,0.38,0.5,0.848,0.56
614,6-9,2000,2006,TOT,NBA,Brian Grant\grantbr01,465,333,12677,1706,3535,1705,3529,1,6,803,1041,1033,2279,3312,516,282,238,637,1469,4216,0.483,0.483,0.167,0.483,0.771,0.528
615,6-3,2000,2001,POR,NBA,Gary Grant\grantga01,7,0,41,11,21,11,21,0,0,0,0,0,3,3,2,1,0,2,4,22,0.524,0.524,,0.524,,0.524
616,6-10,2000,2004,TOT,NBA,Horace Grant\grantho01,289,240,8479,898,1932,898,1924,0,8,330,445,627,1231,1858,491,190,191,190,566,2126,0.465,0.467,0,0.465,0.742,0.5
617,6-8,2015,2018,TOT,NBA,Jerami Grant\grantje01,303,68,6621,771,1735,612,1207,159,528,578,902,272,811,1083,317,158,351,293,664,2279,0.444,0.507,0.301,0.49,0.641,0.535
618,6-4,2016,2018,TOT,NBA,Jerian Grant\grantje02,213,60,3979,491,1196,359,774,132,422,301,384,71,355,426,640,160,26,220,322,1415,0.411,0.464,0.313,0.466,0.784,0.518
619,7-0,2004,2004,UTA,NBA,Paul Grant\grantpa01,10,0,98,11,23,11,23,0,0,3,8,7,10,17,3,1,1,7,17,25,0.478,0.478,,0.478,0.375,0.471
620,7-0,2008,2014,TOT,NBA,Aaron Gray\grayaa01,318,87,3851,440,864,440,861,0,3,186,331,431,759,1190,207,94,87,265,678,1066,0.509,0.511,0,0.509,0.562,0.528
621,6-7,2000,2000,HOU,NBA,Devin Gray\grayde01,21,2,124,15,37,15,37,0,0,19,29,11,14,25,5,5,3,4,22,49,0.405,0.405,,0.405,0.655,0.492
622,6-1,2018,2018,PHO,NBA,Josh Gray\grayjo01,5,0,86,11,41,8,28,3,13,7,11,2,8,10,12,8,2,7,8,32,0.268,0.286,0.231,0.305,0.636,0.349
623,6-9,2000,2001,TOT,NBA,A.C. Green\greenac01,164,83,3340,317,711,316,701,1,10,145,206,267,532,799,119,83,26,98,246,780,0.446,0.451,0.1,0.447,0.704,0.487
624,6-6,2010,2018,TOT,NBA,Danny Green\greenda02,540,464,13553,1684,4028,719,1585,965,2443,422,518,300,1552,1852,871,536,453,565,900,4755,0.418,0.454,0.395,0.538,0.815,0.559
625,6-7,2006,2006,LAL,NBA,Devin Green\greende01,27,0,135,6,28,6,26,0,2,13,21,10,14,24,7,3,0,5,13,25,0.214,0.231,0,0.214,0.619,0.336
626,6-7,2013,2018,GSW,NBA,Draymond Green\greendr01,467,319,12914,1564,3569,1126,2231,438,1338,773,1093,565,2654,3219,2135,635,506,920,1285,4339,0.438,0.505,0.327,0.5,0.707,0.536
627,6-4,2015,2016,TOT,NBA,Erick Green\greener01,52,1,452,66,175,51,123,15,52,12,14,10,27,37,42,13,0,14,30,159,0.377,0.415,0.288,0.42,0.857,0.439
628,6-7,2006,2018,TOT,NBA,Gerald Green\greenge01,585,118,11553,2081,4968,1275,2741,806,2227,769,942,288,1169,1457,556,302,172,666,1102,5737,0.419,0.465,0.362,0.5,0.816,0.533
629,6-9,2015,2018,TOT,NBA,JaMychal Green\greenja01,234,145,5253,730,1530,617,1207,113,323,325,425,472,954,1426,234,130,97,267,615,1898,0.477,0.511,0.35,0.514,0.765,0.553
630,6-9,2008,2018,TOT,NBA,Jeff Green\greenje02,783,497,23722,3792,8651,3032,6359,760,2292,2030,2542,752,2814,3566,1234,586,427,1213,1749,10374,0.438,0.477,0.332,0.482,0.799,0.531
631,6-0,2008,2008,TOT,NBA,Taurean Green\greenta01,17,0,74,7,25,5,14,2,11,11,12,0,10,10,11,2,0,9,5,27,0.28,0.357,0.182,0.32,0.917,0.446
632,6-4,2004,2015,TOT,NBA,Willie Green\greenwi01,731,297,14783,2417,5682,1900,4188,517,1494,708,925,242,1061,1303,1018,393,108,705,1259,6059,0.425,0.454,0.346,0.471,0.765,0.498
633,6-11,2009,2012,SAC,NBA,Donte Greene\greendo01,253,82,4259,585,1441,420,899,165,542,206,294,140,460,600,183,111,116,222,373,1541,0.406,0.467,0.304,0.463,0.701,0.491
634,6-4,2006,2011,TOT,NBA,Orien Greene\greenor01,131,7,1555,127,328,116,276,11,52,61,95,49,146,195,155,98,15,144,228,326,0.387,0.42,0.212,0.404,0.642,0.441
635,6-2,2007,2007,MIL,NBA,Lynn Greer\greerly01,41,0,432,61,141,43,89,18,52,27,32,2,25,27,53,17,1,18,32,167,0.433,0.483,0.346,0.496,0.844,0.538
636,6-5,2000,2008,TOT,NBA,Adrian Griffin\griffad01,477,179,7997,785,1794,735,1614,50,180,299,392,507,1005,1512,653,436,59,331,879,1919,0.438,0.455,0.278,0.452,0.763,0.488
637,6-10,2011,2018,TOT,NBA,Blake Griffin\griffbl01,529,529,18537,4342,8543,4151,7953,191,590,2484,3635,1228,3624,4852,2288,495,286,1324,1551,11359,0.508,0.522,0.324,0.519,0.683,0.56
638,6-10,2002,2007,TOT,NBA,Eddie Griffin\griffed01,303,117,6729,854,2263,617,1511,237,752,226,337,497,1247,1744,236,105,518,227,506,2171,0.377,0.408,0.315,0.43,0.671,0.45
639,6-7,2010,2010,PHO,NBA,Taylor Griffin\griffta01,8,0,32,4,10,4,8,0,2,2,4,0,2,2,1,0,2,1,4,10,0.4,0.5,0,0.4,0.5,0.425
640,6-3,2006,2006,ATL,NBA,Anthony Grundy\grundan01,12,0,108,19,38,14,23,5,15,9,14,1,16,17,9,7,0,9,14,52,0.5,0.609,0.333,0.566,0.643,0.589
641,6-10,2000,2005,TOT,NBA,Tom Gugliotta\guglito01,284,143,6287,815,1902,799,1842,16,60,268,345,422,957,1379,418,252,116,345,598,1914,0.428,0.434,0.267,0.433,0.777,0.466
642,6-3,2014,2016,TOT,NBA,Jorge Gutierrez\gutiejo01,47,3,482,53,106,50,89,3,17,28,36,8,46,54,69,19,1,32,65,137,0.5,0.562,0.176,0.514,0.778,0.562
643,6-1,2001,2003,TOT,NBA,A.J. Guyton\guytoaj01,80,14,1246,166,440,93,247,73,193,37,45,22,58,80,147,20,12,62,58,442,0.377,0.377,0.378,0.46,0.822,0.481
644,7-2,2009,2013,TOT,NBA,Hamed Haddadi\haddaha01,151,0,1056,130,281,130,276,0,5,79,125,137,235,372,43,11,92,92,209,339,0.463,0.471,0,0.463,0.632,0.504
645,6-6,2009,2010,SAS,NBA,Malik Hairston\hairsma01,62,0,472,64,125,62,113,2,12,19,37,24,53,77,29,10,16,23,48,149,0.512,0.549,0.167,0.52,0.514,0.527
646,6-6,2015,2016,TOT,NBA,P.J. Hairston\hairspj02,111,54,2000,232,677,113,273,119,404,81,100,47,219,266,59,53,24,63,198,664,0.343,0.414,0.295,0.431,0.81,0.46
647,6-10,2003,2010,TOT,NBA,Marcus Haislip\haislma01,89,8,854,125,286,118,266,7,20,54,82,51,80,131,16,15,34,39,100,311,0.437,0.444,0.35,0.449,0.659,0.483
648,6-8,2007,2007,WAS,NBA,Mike Hall\hallmi01,2,0,13,1,4,1,4,0,0,0,0,1,1,2,1,0,0,0,1,2,0.25,0.25,,0.25,,0.25
649,6-7,2000,2005,TOT,NBA,Darvin Ham\hamda01,310,39,4225,355,690,351,674,4,16,197,395,371,405,776,199,106,121,249,591,911,0.514,0.521,0.25,0.517,0.499,0.527
650,6-7,2018,2018,OKC,NBA,Daniel Hamilton\hamilda02,6,0,28,5,11,3,6,2,5,0,0,0,5,5,8,1,0,2,2,12,0.455,0.5,0.4,0.545,,0.545
651,6-7,2012,2016,TOT,NBA,Jordan Hamilton\hamiljo02,151,21,2100,342,839,205,455,137,384,69,103,89,340,429,127,73,34,102,144,890,0.408,0.451,0.357,0.489,0.67,0.503
652,7-0,2014,2017,TOT,NBA,Justin Hamilton\hamilju01,113,21,1961,268,577,200,357,68,220,83,104,132,271,403,91,61,73,73,169,687,0.464,0.56,0.309,0.523,0.798,0.552
653,6-6,2000,2013,TOT,NBA,Richard Hamilton\hamilri01,921,783,29559,5969,13288,5439,11758,530,1530,3240,3805,794,2058,2852,3125,714,131,1977,2329,15708,0.449,0.463,0.346,0.469,0.852,0.525
654,6-8,2002,2002,MIA,NBA,Tang Hamilton\hamilta01,9,2,98,10,19,10,18,0,1,0,1,6,12,18,5,4,0,2,10,20,0.526,0.556,0,0.526,0,0.514
655,7-2,2000,2000,HOU,NBA,Thomas Hamilton\hamilth01,22,7,273,35,79,35,79,0,0,12,23,31,59,90,15,4,14,28,25,82,0.443,0.443,,0.443,0.522,0.46
656,6-11,2001,2006,TOT,NBA,Zendon Hamilton\hamilze01,134,15,1560,176,400,176,400,0,0,233,353,184,280,464,33,39,28,108,215,585,0.44,0.44,,0.44,0.66,0.527
657,6-9,2000,2001,MIN,NBA,Tom Hammonds\hammoto01,63,0,402,45,107,45,107,0,0,34,58,36,69,105,11,8,3,24,63,124,0.421,0.421,,0.421,0.586,0.468
658,7-0,2017,2017,DAL,NBA,A.J. Hammons\hammoaj01,22,0,163,17,42,12,32,5,10,9,20,8,28,36,4,1,13,10,21,48,0.405,0.375,0.5,0.464,0.45,0.472
659,6-10,2004,2005,UTA,NBA,Ben Handlogten\handlbe01,38,5,469,68,130,68,129,0,1,27,44,45,75,120,19,10,9,28,87,163,0.523,0.527,0,0.523,0.614,0.546
660,6-3,2013,2013,IND,NBA,Ben Hansbrough\hansbbe01,28,0,200,15,45,9,22,6,23,21,27,2,16,18,21,7,2,18,23,57,0.333,0.409,0.261,0.4,0.778,0.501
661,6-9,2010,2016,TOT,NBA,Tyler Hansbrough\hansbty01,428,50,7233,947,2156,944,2134,3,22,984,1333,745,1063,1808,181,207,91,319,869,2881,0.439,0.442,0.136,0.44,0.738,0.525
662,6-6,2004,2004,ATL,NBA,Travis Hansen\hansetr01,41,4,507,46,130,37,100,9,30,22,27,30,40,70,19,10,9,15,67,123,0.354,0.37,0.3,0.388,0.815,0.433
663,6-8,2011,2012,TOT,NBA,Luke Harangody\haranlu01,70,1,871,102,271,81,184,21,87,28,38,60,136,196,36,21,20,20,97,253,0.376,0.44,0.241,0.415,0.737,0.44
664,6-7,2000,2008,TOT,NBA,Anfernee Hardaway\hardaan01,335,192,9990,1453,3351,1316,2936,137,415,623,784,351,1043,1394,1182,407,121,666,760,3666,0.434,0.448,0.33,0.454,0.795,0.496
665,6-0,2000,2003,TOT,NBA,Tim Hardaway\hardati01,207,145,6013,898,2349,481,1191,417,1158,334,415,66,427,493,1170,205,20,430,384,2547,0.382,0.404,0.36,0.471,0.805,0.503
666,6-6,2014,2018,TOT,NBA,Tim Hardaway\hardati02,338,116,8459,1462,3437,884,1756,578,1681,591,733,105,706,811,581,202,53,350,537,4093,0.425,0.503,0.344,0.509,0.806,0.544
667,6-5,2010,2018,TOT,NBA,James Harden\hardeja01,687,474,23239,4656,10502,3009,5979,1647,4523,4850,5678,516,2966,3482,4157,1031,325,2383,1733,15809,0.443,0.503,0.364,0.522,0.854,0.608
668,6-9,2013,2018,TOT,NBA,Maurice Harkless\harklma01,415,223,9542,1203,2537,946,1758,257,779,368,606,501,987,1488,363,399,269,370,791,3031,0.474,0.538,0.33,0.525,0.607,0.541
669,6-10,2012,2017,TOT,NBA,Justin Harper\harpeju01,22,0,150,18,53,10,24,8,29,1,3,5,13,18,4,3,3,12,10,45,0.34,0.417,0.276,0.415,0.333,0.414
670,6-6,2000,2001,LAL,NBA,Ron Harper\harpero01,127,124,3181,339,802,287,624,52,178,134,195,142,361,503,383,124,64,194,234,864,0.423,0.46,0.292,0.455,0.687,0.487
671,6-7,2000,2009,TOT,NBA,Matt Harpring\harprma01,615,327,16470,2752,5713,2604,5264,148,449,1585,2096,1193,1959,3152,862,467,106,927,1636,7237,0.482,0.495,0.33,0.495,0.756,0.545
672,6-8,2016,2018,TOT,NBA,Montrezl Harrell\harremo01,173,18,2736,631,983,629,968,2,15,239,389,209,381,590,155,67,105,129,317,1503,0.642,0.65,0.133,0.643,0.614,0.651
673,6-10,2012,2014,TOT,NBA,Josh Harrellson\harrejo01,75,4,888,105,240,72,145,33,95,22,35,80,147,227,26,30,36,33,96,265,0.438,0.497,0.347,0.506,0.629,0.519
674,6-5,2003,2003,TOT,NBA,Adam Harrington\harriad01,19,0,111,11,37,6,23,5,14,3,4,1,7,8,12,2,1,2,8,30,0.297,0.261,0.357,0.365,0.75,0.387
675,6-9,2000,2014,TOT,NBA,Al Harrington\harrial01,960,445,27849,5010,11262,4033,8489,977,2773,2195,3015,1475,3968,5443,1644,854,244,1827,3043,13192,0.445,0.475,0.352,0.488,0.728,0.524
676,6-4,2003,2007,TOT,NBA,Junior Harrington\harriju01,140,66,3096,290,782,270,709,20,73,133,193,69,312,381,428,126,25,250,401,733,0.371,0.381,0.274,0.384,0.689,0.423
677,6-9,2000,2008,TOT,NBA,Othella Harrington\harriot01,553,249,11258,1624,3227,1624,3220,0,7,941,1260,867,1612,2479,386,157,212,783,1541,4189,0.503,0.504,0,0.503,0.747,0.554
678,6-3,2005,2018,TOT,NBA,Devin Harris\harride01,917,446,22892,3354,7725,2584,5367,770,2358,2691,3373,278,1761,2039,3747,963,178,1626,2038,10169,0.434,0.481,0.327,0.484,0.798,0.552
679,6-8,2014,2014,LAL,NBA,Elias Harris\harriel01,2,0,11,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,0,,0
680,6-4,2015,2018,DEN,NBA,Gary Harris\harriga01,255,203,7244,1185,2527,796,1478,389,1049,382,476,160,478,638,534,329,48,331,425,3141,0.469,0.539,0.371,0.546,0.803,0.574
681,6-6,2015,2018,TOT,NBA,Joe Harris\harrijo01,186,26,3621,508,1107,241,440,267,667,130,168,74,377,451,210,72,30,174,337,1413,0.459,0.548,0.4,0.579,0.774,0.598
682,6-5,2000,2005,TOT,NBA,Lucious Harris\harrilu01,443,105,9739,1315,3107,1081,2440,234,667,593,732,314,861,1175,690,313,44,320,561,3457,0.423,0.443,0.351,0.461,0.81,0.504
683,6-5,2011,2017,TOT,NBA,Manny Harris\harrima01,93,20,1594,199,524,146,374,53,150,124,168,57,196,253,129,48,14,101,104,575,0.38,0.39,0.353,0.43,0.738,0.481
684,6-6,2008,2014,TOT,NBA,Mike Harris\harrimi01,54,0,496,70,151,70,146,0,5,43,55,51,65,116,12,27,12,30,68,183,0.464,0.479,0,0.464,0.782,0.522
685,6-5,2012,2013,TOT,NBA,Terrel Harris\harrite01,42,1,455,33,110,25,63,8,47,21,31,22,55,77,35,11,5,42,51,95,0.3,0.397,0.17,0.336,0.677,0.384
686,6-9,2012,2018,TOT,NBA,Tobias Harris\harrito02,464,344,13745,2576,5519,2045,4025,531,1494,1108,1365,481,2124,2605,800,351,225,599,892,6791,0.467,0.508,0.355,0.515,0.812,0.555
687,6-6,2016,2018,TOT,NBA,Aaron Harrison\harriaa01,35,3,343,24,92,12,37,12,55,19,31,8,34,42,16,15,2,7,39,79,0.261,0.324,0.218,0.326,0.613,0.374
688,6-6,2017,2018,MEM,NBA,Andrew Harrison\harrian01,128,64,2800,298,789,208,491,90,298,272,353,46,221,267,375,91,47,166,332,958,0.378,0.424,0.302,0.435,0.771,0.507
689,7-0,2005,2008,IND,NBA,David Harrison\harrida01,189,33,2686,374,706,374,706,0,0,201,383,184,365,549,47,64,185,216,538,949,0.53,0.53,,0.53,0.525,0.543
690,6-4,2018,2018,PHO,NBA,Shaquille Harrison\harrish01,23,2,384,59,124,53,98,6,26,28,38,9,52,61,55,26,7,22,42,152,0.476,0.541,0.231,0.5,0.737,0.54
691,6-3,2001,2010,TOT,NBA,Jason Hart\hartja01,341,56,5289,614,1473,550,1270,64,203,331,420,76,491,567,774,253,34,275,528,1623,0.417,0.433,0.315,0.439,0.788,0.49
692,6-5,2018,2018,LAL,NBA,Josh Hart\hartjo01,63,23,1461,176,375,98,178,78,197,66,94,42,221,263,80,47,16,47,107,496,0.469,0.551,0.396,0.573,0.702,0.596
693,6-11,2000,2003,TOT,NBA,Antonio Harvey\harvean01,40,3,288,36,75,36,75,0,0,13,20,19,43,62,14,4,19,21,45,85,0.48,0.48,,0.48,0.65,0.507
694,6-8,2001,2005,TOT,NBA,Donnell Harvey\harvedo01,205,39,3318,453,985,452,975,1,10,243,369,261,566,827,161,97,80,209,464,1150,0.46,0.464,0.1,0.46,0.659,0.501
695,6-8,2004,2018,MIA,NBA,Udonis Haslem\hasleud01,844,498,21444,2628,5356,2624,5313,4,43,1226,1623,1603,4108,5711,726,422,249,800,2028,6486,0.491,0.494,0.093,0.491,0.755,0.534
696,6-5,2002,2010,TOT,NBA,Trenton Hassell\hassetr01,644,428,16278,1549,3480,1454,3181,95,299,548,716,541,1285,1826,1132,282,272,597,1399,3741,0.445,0.457,0.318,0.459,0.765,0.493
697,6-9,2002,2003,TOT,NBA,Kirk Haston\hastoki01,27,0,134,13,56,13,50,0,6,6,12,5,22,27,8,0,6,10,19,32,0.232,0.26,0,0.232,0.5,0.261
698,7-1,2008,2017,TOT,NBA,Spencer Hawes\hawessp01,684,368,15541,2451,5363,2092,4337,359,1026,671,937,991,2902,3893,1271,264,652,971,1709,5932,0.457,0.482,0.35,0.49,0.716,0.514
699,6-3,2000,2001,TOT,NBA,Hersey Hawkins\hawkihe01,120,49,2303,215,512,143,325,72,187,161,182,48,207,255,206,107,24,119,191,663,0.42,0.44,0.385,0.49,0.885,0.56
700,6-7,2003,2003,HOU,NBA,Juaquin Hawkins\hawkiju01,58,10,685,57,148,47,124,10,24,10,20,16,62,78,47,29,6,29,57,134,0.385,0.379,0.417,0.419,0.5,0.427
701,6-0,2000,2001,TOT,NBA,Michael Hawkins\hawkimi01,22,0,112,6,22,3,13,3,9,1,2,2,10,12,26,2,0,9,15,16,0.273,0.231,0.333,0.341,0.5,0.35
702,6-6,2006,2016,TOT,NBA,Chuck Hayes\hayesch01,644,244,11815,1047,2104,1047,2090,0,14,316,510,1119,2124,3243,781,478,237,461,1485,2410,0.498,0.501,0,0.498,0.62,0.518
703,6-7,2004,2010,TOT,NBA,Jarvis Hayes\hayesja01,427,115,9898,1397,3363,1005,2262,392,1101,367,460,244,1086,1330,459,312,56,374,852,3553,0.415,0.444,0.356,0.474,0.798,0.498
704,6-8,2018,2018,TOT,NBA,Nigel Hayes\hayesni01,9,0,122,11,33,7,17,4,16,1,3,4,18,22,6,2,3,2,8,27,0.333,0.412,0.25,0.394,0.333,0.393
705,6-8,2011,2018,TOT,NBA,Gordon Hayward\haywago01,517,409,16169,2722,6131,2033,4257,689,1874,1946,2372,377,1773,2150,1762,527,215,1059,924,8079,0.444,0.478,0.368,0.5,0.82,0.563
706,6-6,2011,2013,TOT,NBA,Lazar Hayward\haywala01,72,0,591,70,202,49,124,21,78,46,60,25,65,90,35,17,8,28,65,207,0.347,0.395,0.269,0.399,0.767,0.453
707,7-0,2002,2015,TOT,NBA,Brendan Haywood\haywobr01,816,549,18680,2110,3999,2110,3995,0,4,1318,2246,2081,2794,4875,442,320,1109,851,2043,5538,0.528,0.528,0,0.528,0.587,0.555
708,6-3,2006,2011,TOT,NBA,Luther Head\headlu01,348,82,7797,1025,2426,574,1264,451,1162,341,441,110,735,845,747,254,43,437,510,2842,0.423,0.454,0.388,0.515,0.773,0.542
709,6-0,2004,2004,SAS,NBA,Shane Heal\healsh01,6,0,72,7,24,3,6,4,18,4,5,1,3,4,5,1,0,5,2,22,0.292,0.5,0.222,0.375,0.8,0.42
710,6-5,2018,2018,DET,NBA,Reggie Hearn\hearnre01,3,0,7,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0.5,,0.5,0.75,,0.75
711,6-9,2000,2007,TOT,NBA,Alan Henderson\hendeal01,436,146,8721,1155,2443,1153,2427,2,16,620,966,915,1170,2085,222,224,193,433,875,2932,0.473,0.475,0.125,0.473,0.642,0.511
712,6-7,2000,2002,TOT,NBA,Cedric Henderson\hendece02,128,17,2138,246,619,242,592,4,27,103,157,54,179,233,138,74,42,139,204,599,0.397,0.409,0.148,0.401,0.656,0.435
713,6-5,2010,2017,TOT,NBA,Gerald Henderson\hendege02,535,333,13854,2249,5111,2000,4349,249,762,1240,1564,314,1402,1716,1009,358,183,639,930,5987,0.44,0.46,0.327,0.464,0.793,0.516
714,6-9,2000,2000,TOT,NBA,Mark Hendrickson\hendrma01,15,0,71,5,8,5,8,0,0,3,4,3,10,13,6,2,1,3,8,13,0.625,0.625,,0.625,0.75,0.666
715,6-6,2018,2018,MEM,NBA,Myke Henry\henrymy01,20,0,378,41,109,22,51,19,58,6,10,10,28,38,22,31,6,19,28,107,0.376,0.431,0.328,0.463,0.6,0.472
716,6-6,2011,2015,TOT,NBA,Xavier Henry\henryxa01,185,23,2905,368,907,327,781,41,126,273,430,81,270,351,120,100,23,139,264,1050,0.406,0.419,0.325,0.428,0.635,0.479
717,6-11,2013,2018,MIL,NBA,John Henson\hensojo01,391,152,7964,1312,2423,1311,2410,1,13,458,801,740,1395,2135,428,180,589,448,904,3083,0.541,0.544,0.077,0.542,0.572,0.555
718,6-9,2017,2018,DEN,NBA,Juan Hernangomez\hernaju01,87,12,1119,130,299,70,136,60,163,67,88,61,180,241,41,36,15,40,87,387,0.435,0.515,0.368,0.535,0.761,0.573
719,6-11,2017,2018,TOT,NBA,Willy Hernangomez\hernawi01,120,23,1819,337,629,328,602,9,27,150,215,231,454,685,129,59,52,135,214,833,0.536,0.545,0.333,0.543,0.698,0.576
720,6-2,2000,2001,TOT,NBA,Chris Herren\herrech01,70,8,1005,74,220,34,98,40,122,36,52,16,57,73,167,29,2,62,117,224,0.336,0.347,0.328,0.427,0.692,0.461
721,6-9,2007,2009,TOT,NBA,Walter Herrmann\herrmwa01,152,12,1939,312,681,198,382,114,299,81,103,78,241,319,66,31,12,61,143,819,0.458,0.518,0.381,0.542,0.786,0.564
722,6-8,2016,2018,ORL,NBA,Mario Hezonja\hezonma01,219,41,4030,571,1365,371,762,200,603,175,209,89,514,603,277,150,63,241,332,1517,0.418,0.487,0.332,0.492,0.837,0.521
723,7-2,2009,2017,TOT,NBA,Roy Hibbert\hibbero01,662,586,16389,2622,5641,2616,5617,6,24,1361,1802,1527,2646,4173,885,241,1146,1038,2067,6611,0.465,0.466,0.25,0.465,0.755,0.514
724,6-9,2018,2018,NYK,NBA,Isaiah Hicks\hicksis01,18,0,240,33,72,31,63,2,9,12,18,10,31,41,16,2,4,16,45,80,0.458,0.492,0.222,0.472,0.667,0.501
725,6-9,2009,2016,TOT,NBA,J.J. Hickson\hicksjj01,534,307,11925,2049,4056,2049,4035,0,21,983,1593,1173,2466,3639,449,274,309,774,1033,5081,0.505,0.508,0,0.505,0.617,0.534
726,6-4,2017,2018,TOT,NBA,Buddy Hield\hieldbu01,162,67,3912,743,1700,419,913,324,787,135,157,90,486,576,276,123,31,225,263,1945,0.437,0.459,0.412,0.532,0.86,0.55
727,6-5,2012,2013,CHA,NBA,Cory Higgins\higgico01,44,0,455,58,179,53,154,5,25,43,62,8,30,38,41,8,6,39,45,164,0.324,0.344,0.2,0.338,0.694,0.398
728,6-11,2003,2018,TOT,NBA,Nene Hilario\hilarne01,923,624,24691,4115,7505,4108,7455,7,50,2521,3817,1654,4051,5705,1693,1023,706,1677,2847,10758,0.548,0.551,0.14,0.549,0.66,0.586
729,6-3,2009,2018,TOT,NBA,George Hill\hillge01,666,434,19169,2722,6003,1891,3833,831,2170,1431,1788,375,1730,2105,2189,616,203,877,1417,7706,0.453,0.493,0.383,0.523,0.8,0.567
730,6-8,2000,2013,TOT,NBA,Grant Hill\hillgr01,665,612,20545,3649,7419,3452,6843,197,576,2155,2682,643,2599,3242,1917,657,338,1266,1436,9650,0.492,0.504,0.342,0.505,0.804,0.561
731,6-10,2010,2017,TOT,NBA,Jordan Hill\hilljo01,409,120,7692,1357,2733,1354,2711,3,22,515,737,879,1510,2389,322,150,272,426,875,3232,0.497,0.499,0.136,0.497,0.699,0.529
732,6-7,2014,2018,TOT,NBA,Solomon Hill\hillso01,261,153,6034,555,1401,358,805,197,596,307,376,178,686,864,416,187,64,252,468,1614,0.396,0.445,0.331,0.466,0.816,0.515
733,7-0,2009,2009,OKC,NBA,Steven Hill\hillst01,1,0,2,1,1,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,1,1,,1,,1
734,6-9,2000,2004,TOT,NBA,Tyrone Hill\hillty01,231,209,6717,799,1736,799,1733,0,3,475,719,669,1316,1985,164,164,94,369,769,2073,0.46,0.461,0,0.46,0.661,0.505
735,6-6,2016,2018,TOT,NBA,Darrun Hilliard\hillida01,91,3,859,104,276,73,174,31,102,56,75,7,78,85,71,22,3,51,74,295,0.377,0.42,0.304,0.433,0.747,0.477
736,6-4,2004,2016,TOT,NBA,Kirk Hinrich\hinriki01,879,665,27015,3503,8522,2331,5400,1172,3122,1416,1770,310,2266,2576,4245,972,243,1617,2487,9594,0.411,0.432,0.375,0.48,0.8,0.516
737,6-2,2007,2007,MIA,NBA,Robert Hite\hitero01,12,0,136,19,60,14,37,5,23,8,12,4,12,16,8,3,2,6,8,51,0.317,0.378,0.217,0.358,0.667,0.391
738,6-7,2012,2012,MIL,NBA,Darington Hobson\hobsoda01,5,0,39,2,13,2,7,0,6,0,0,0,3,3,6,0,0,2,1,4,0.154,0.286,0,0.154,,0.154
739,6-7,2006,2007,TOT,NBA,Julius Hodge\hodgeju01,23,1,98,11,25,11,25,0,0,6,12,7,8,15,18,6,0,11,13,28,0.44,0.44,,0.44,0.5,0.462
740,6-4,2000,2005,TOT,NBA,Fred Hoiberg\hoibefr01,402,59,8360,793,1809,483,1035,310,774,512,595,110,1104,1214,748,355,49,238,608,2408,0.438,0.467,0.401,0.524,0.861,0.581
741,6-9,2006,2006,CHI,NBA,Randy Holcomb\holcora01,4,0,11,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1,1,,1,,1
742,6-4,2010,2018,TOT,NBA,Jrue Holiday\holidjr01,585,512,19184,3462,7701,2775,5794,687,1907,1117,1418,465,1700,2165,3633,855,262,1571,1347,8728,0.45,0.479,0.36,0.494,0.788,0.524
743,6-6,2013,2018,TOT,NBA,Justin Holiday\holidju01,275,85,5476,718,1831,385,879,333,952,271,334,82,611,693,374,220,99,236,365,2040,0.392,0.438,0.35,0.483,0.811,0.516
744,6-5,2018,2018,CLE,NBA,John Holland\hollajo02,24,0,174,17,59,6,23,11,36,9,13,6,18,24,5,7,2,8,10,54,0.288,0.261,0.306,0.381,0.692,0.417
745,7-0,2007,2016,TOT,NBA,Ryan Hollins\holliry01,518,76,6134,687,1177,687,1176,0,1,539,830,457,683,1140,151,94,271,384,1037,1913,0.584,0.584,0,0.584,0.649,0.62
